#name German-Hoch
#lang deu-hoch
A	ʔaː
Intensivierungsprogramm	ʔɪntɛnziˈviːʁʊŋspʁoˌɡʁam
Intensivität	ʔɪntɛnziviˈtɛːt
intensivst	ʔɪntɛnˈziːfst
intensivste	ʔɪntɛnˈziːfstə
intensivstem	ʔɪntɛnˈziːfstəm
intensivsten	ʔɪntɛnˈziːfstən
intensivster	ʔɪntɛnˈziːfstɐ
intensivstes	ʔɪntɛnˈziːfstəs
Intention	ʔɪntɛnˈʦjoːn
intentional	ʔɪntɛnʦjoˈnaːl
intentionale	ʔɪntɛnʦjoˈnaːlə
intentionalem	ʔɪntɛnʦjoˈnaːləm
intentionalen	ʔɪntɛnʦjoˈnaːlən
intentionaler	ʔɪntɛnʦjoˈnaːlɐ
intentionalere	ʔɪntɛnʦjoˈnaːləʁə
intentionalerem	ʔɪntɛnʦjoˈnaːləʁəm
intentionaleren	ʔɪntɛnʦjoˈnaːləʁən
intentionalerer	ʔɪntɛnʦjoˈnaːləʁɐ
intentionaleres	ʔɪntɛnʦjoˈnaːləʁəs
intentionales	ʔɪntɛnʦjoˈnaːləs
Intentionalismus	ʔɪntɛnʦjonaˈlɪsmʊs
Intentionalität	ʔɪntɛnʦjonaliˈtɛːt
intentionalst	ʔɪntɛnʦjoˈnaːlst
intentionalste	ʔɪntɛnʦjoˈnaːlstə
intentionalstem	ʔɪntɛnʦjoˈnaːlstəm
intentionalsten	ʔɪntɛnʦjoˈnaːlstən
intentionalster	ʔɪntɛnʦjoˈnaːlstɐ
intentionalstes	ʔɪntɛnʦjoˈnaːlstəs
Intentionen	ʔɪntɛnˈʦjoːnən
inter	ʔɪntɐ
interagiere	ʔɪntɐʔaˈɡiːʁə
interagieren	ʔɪntɐʔaˈɡiːʁən
interagierend	ʔɪntɐʔaˈɡiːʁənt
interagierest	ʔɪntɐʔaˈɡiːʁəst
interagieret	ʔɪntɐʔaˈɡiːʁət
interagierst	ʔɪntɐʔaˈɡiːɐst
interagiert	ʔɪntɐʔaˈɡiːɐt
interagierte	ʔɪntɐʔaˈɡiːɐtə
interagierten	ʔɪntɐʔaˈɡiːɐtən
interagiertest	ʔɪntɐʔaˈɡiːɐtəst
interagiertet	ʔɪntɐʔaˈɡiːɐtət
Interaktion	ʔɪntɐʔakˈʦjoːn
interaktiv	ʔɪntɐʔakˈtiːf
interaktive	ʔɪntɐʔakˈtiːvə
interaktivem	ʔɪntɐʔakˈtiːvəm
interaktiven	ʔɪntɐʔakˈtiːvən
interaktiver	ʔɪntɐʔakˈtiːvɐ
interaktivere	ʔɪntɐʔakˈtiːvəʁə
interaktiverem	ʔɪntɐʔakˈtiːvəʁəm
interaktiveren	ʔɪntɐʔakˈtiːvəʁən
interaktiverer	ʔɪntɐʔakˈtiːvəʁɐ
interaktiveres	ʔɪntɐʔakˈtiːvəʁəs
interaktives	ʔɪntɐʔakˈtiːvəs
interaktivst	ʔɪntɐʔakˈtiːfst
interaktivste	ʔɪntɐʔakˈtiːfstə
interaktivstem	ʔɪntɐʔakˈtiːfstəm
interaktivsten	ʔɪntɐʔakˈtiːfstən
interaktivster	ʔɪntɐʔakˈtiːfstɐ
interaktivstes	ʔɪntɐʔakˈtiːfstəs
Interconnectivity	ʔɪntɐkɔnɛkˈtɪvɪtiː
Intercup	ʔɪntɐkap
Interdikt	ʔɪntɐˈdɪkt
Interdikte	ʔɪntɐˈdɪktə
Interdikten	ʔɪntɐˈdɪktən
Interdiktes	ʔɪntɐˈdɪktəs
Interdikts	ʔɪntɐˈdɪkʦ
interdisziplinär	ʔɪntɐdɪsʦipliˈnɛːɐ
interessant	ʔɪntɐɛˈsant
interessante	ʔɪntɐɛˈsantə
interessantem	ʔɪntɐɛˈsantəm
interessanten	ʔɪntɐɛˈsantən
interessanter	ʔɪntɐɛˈsantɐ
interessantere	ʔɪntɐɛˈsantəʁə
interessanterem	ʔɪntɐɛˈsantəʁəm
interessanteren	ʔɪntɐɛˈsantəʁən
interessanterer	ʔɪntɐɛˈsantəʁɐ
interessanteres	ʔɪntɐɛˈsantəʁəs
interessanterweise	ʔɪntɐɛˈsantɐˌvaɪzə
interessantes	ʔɪntɐɛˈsantəs
interessantest	ʔɪntɐɛˈsantəst
interessanteste	ʔɪntɐɛˈsantəstə
interessantestem	ʔɪntɐɛˈsantəstəm
interessantesten	ʔɪntɐɛˈsantəstən
interessantester	ʔɪntɐɛˈsantəstɐ
interessantestes	ʔɪntɐɛˈsantəstəs
interessantst	ʔɪntɐɛˈsanʦt
interessantste	ʔɪntɐɛˈsanʦtə
interessantstem	ʔɪntɐɛˈsanʦtəm
interessantsten	ʔɪntɐɛˈsanʦtən
interessantster	ʔɪntɐɛˈsanʦtɐ
interessantstes	ʔɪntɐɛˈsanʦtəs
Interesse	ʔɪntəˈʁɛsə
interessehalber	ʔɪntəˈʁɛsəˌhalbɐ
interesselos	ʔɪntəˈʁɛseloːs
interesselose	ʔɪntəˈʁɛseloːzə
interesselosem	ʔɪntəˈʁɛseloːzəm
interesselosen	ʔɪntəˈʁɛseloːzən
interesseloser	ʔɪntəˈʁɛseloːzɐ
interesseloses	ʔɪntəˈʁɛseloːzəs
Interesselosigkeit	ʔɪntəˈʁɛsəˌloːzɪçkaɪt
Interessen	ʔɪntəˈʁɛsən
Interessent	ʔɪntɐɛˈsɛnt
Interessenten	ʔɪntɐɛˈsɛntən
Interesses	ʔɪntəˈʁɛsəs
interessiere	ʔɪntɐɛˈsiːʁə
Interessieren	ʔɪntɐɛˈsiːʁən
interessieren	ʔɪntɐɛˈsiːʁən
interessierend	ʔɪntɐɛˈsiːʁənt
interessierest	ʔɪntɐɛˈsiːʁəst
interessieret	ʔɪntɐɛˈsiːʁət
interessierst	ʔɪntɐɛˈsiːɐst
interessiert	ʔɪntɐɛˈsiːɐt
interessierte	ʔɪntɐɛˈsiːɐtə
interessiertem	ʔɪntɐɛˈsiːɐtəm
interessierten	ʔɪntɐɛˈsiːɐtən
interessierter	ʔɪntɐɛˈsiːɐtɐ
interessiertes	ʔɪntɐɛˈsiːɐtəs
interessiertest	ʔɪntɐɛˈsiːɐtəst
interessiertet	ʔɪntɐɛˈsiːɐtət
Interessiertheit	ʔɪntɐɛˈsiːɐthaɪt
Interferenz	ʔɪntɐfeˈʁɛnʦ
Interferenzen	ʔɪntɐfeˈʁɛnʦən
interferiere	ʔɪntɐfeˈʁiːʁə
interferieren	ʔɪntɐfeˈʁiːʁən
interferierend	ʔɪntɐfeˈʁiːʁənt
interferierest	ʔɪntɐfeˈʁiːʁəst
interferieret	ʔɪntɐfeˈʁiːʁət
interferierst	ʔɪntɐfeˈʁiːɐst
interferiert	ʔɪntɐfeˈʁiːɐt
interferierte	ʔɪntɐfeˈʁiːɐtə
interferierten	ʔɪntɐfeˈʁiːɐtən
interferiertest	ʔɪntɐfeˈʁiːɐtəst
interferiertet	ʔɪntɐfeˈʁiːɐtət
Interferometer	ʔɪntɐfeʁoˈmeːtɐ
interfraktionell	ʔɪntɐfʁakʦjoˈnɛl
interfraktionelle	ʔɪntɐfʁakʦjoˈnɛlə
interfraktionellem	ʔɪntɐfʁakʦjoˈnɛləm
interfraktionellen	ʔɪntɐfʁakʦjoˈnɛlən
interfraktioneller	ʔɪntɐfʁakʦjoˈnɛlɐ
interfraktionelles	ʔɪntɐfʁakʦjoˈnɛləs
intergalaktisch	ʔɪntɐɡaˈlaktɪʃ
intergalaktische	ʔɪntɐɡaˈlaktɪʃə
intergalaktischem	ʔɪntɐɡaˈlaktɪʃəm
intergalaktischen	ʔɪntɐɡaˈlaktɪʃən
intergalaktischer	ʔɪntɐɡaˈlaktɪʃɐ
intergalaktisches	ʔɪntɐɡaˈlaktɪʃəs
interglazial	ʔɪntɐɡlaˈʦjaːl
interglaziale	ʔɪntɐɡlaˈʦjaːlə
interglazialem	ʔɪntɐɡlaˈʦjaːləm
interglazialen	ʔɪntɐɡlaˈʦjaːlən
interglazialer	ʔɪntɐɡlaˈʦjaːlɐ
interglaziales	ʔɪntɐɡlaˈʦjaːləs
Interhotel	ʔɪntɐhotɛl
Interieur	ʔɛ̃teˈʁjøːɐ
Interieure	ʔɛ̃teˈʁjøːʁə
Interieuren	ʔɛ̃teˈʁjøːʁən
Interieurs	ʔɛ̃teˈʁjøːɐs
Interim	ʔɪnteʁɪm
interimistisch	ʔɪnteʁiˈmɪstɪʃ
Interims	ʔɪnteʁɪms
Interimslösung	ʔɪnteˈʁiːmsˌløːzʊŋ
Interimsregierung	ʔɪnteˈʁiːmsʁeˌɡiːʁʊŋ
Interjektion	ʔɪntɐjɛkˈʦjoːn
Interjektionen	ʔɪntɐjɛkˈʦjoːnən
interkommunal	ʔɪntɐkɔmuˈnaːl
interkommunale	ʔɪntɐkɔmuˈnaːlə
interkommunalem	ʔɪntɐkɔmuˈnaːləm
interkommunalen	ʔɪntɐkɔmuˈnaːlən
interkommunaler	ʔɪntɐkɔmuˈnaːlɐ
interkommunales	ʔɪntɐkɔmuˈnaːləs
Interkonnektivität	ʔɪntɐkɔnɛktiviˈtɛːt
interkontinental	ʔɪntɐkɔntinɛnˈtaːl
interkontinentale	ʔɪntɐkɔntinɛnˈtaːlə
interkontinentalem	ʔɪntɐkɔntinɛnˈtaːləm
interkontinentalen	ʔɪntɐkɔntinɛnˈtaːlən
interkontinentaler	ʔɪntɐkɔntinɛnˈtaːlɐ
interkontinentales	ʔɪntɐkɔntinɛnˈtaːləs
Interkontinentalrakete	ʔɪntɐkɔntinɛnˈtaːlʁaˌkeːtə
Interludien	ʔɪntɐˈluːdjən
Interludium	ʔɪntɐˈluːdjʊm
Interludiums	ʔɪntɐˈluːdjʊms
intermediär	ʔɪntɐmeˈdjɛːɐ
Intermezzo	ʔɪntɐˈmɛʦoː
Intermezzos	ʔɪntɐˈmɛʦoːs
intermittiere	ʔɪntɐmɪˈtiːʁə
intermittieren	ʔɪntɐmɪˈtiːʁən
intermittierend	ʔɪntɐmɪˈtiːʁənt
intermittierest	ʔɪntɐmɪˈtiːʁəst
intermittieret	ʔɪntɐmɪˈtiːʁət
intermittierst	ʔɪntɐmɪˈtiːɐst
intermittiert	ʔɪntɐmɪˈtiːɐt
intermittierte	ʔɪntɐmɪˈtiːɐtə
intermittierten	ʔɪntɐmɪˈtiːɐtən
intermittiertest	ʔɪntɐmɪˈtiːɐtəst
intermittiertet	ʔɪntɐmɪˈtiːɐtət
intern	ʔɪnˈtɛɐn
internalisiere	ʔɪntɛɐnaliˈziːʁə
internalisieren	ʔɪntɛɐnaliˈziːʁən
internalisierend	ʔɪntɛɐnaliˈziːʁənt
internalisierest	ʔɪntɛɐnaliˈziːʁəst
internalisieret	ʔɪntɛɐnaliˈziːʁət
internalisierst	ʔɪntɛɐnaliˈziːɐst
internalisiert	ʔɪntɛɐnaliˈziːɐt
internalisierte	ʔɪntɛɐnaliˈziːɐtə
internalisierten	ʔɪntɛɐnaliˈziːɐtən
internalisiertest	ʔɪntɛɐnaliˈziːɐtəst
internalisiertet	ʔɪntɛɐnaliˈziːɐtət
Internat	ʔɪntɐˈnaːt
Internate	ʔɪntɐˈnaːtə
Internaten	ʔɪntɐˈnaːtən
Internates	ʔɪntɐˈnaːtəs
international	ʔɪntɐnatsjonaːl
Internationale	ʔɪntɐnatsjoˈnaːlə
internationale	ʔɪntɐnatsjoˈnaːlə
internationalem	ʔɪntɐnatsjonaːləm
internationalen	ʔɪntɐnatsjoˈnaːlən
internationaler	ʔɪntɐnatsjonaːlɐ
internationales	ʔɪntɐnatsjonaːləs
internationalisiere	ʔɪntɐnatsjonaliˈziːʁə
internationalisieren	ʔɪntɐnatsjonaliˈziːʁən
internationalisierend	ʔɪntɐnatsjonaliˈziːʁənt
internationalisierest	ʔɪntɐnatsjonaliˈziːʁəst
internationalisieret	ʔɪntɐnatsjonaliˈziːʁət
internationalisierst	ʔɪntɐnatsjonaliˈziːɐst
internationalisiert	ʔɪntɐnatsjonaliˈziːɐt
internationalisierte	ʔɪntɐnatsjonaliˈziːɐtə
internationalisierten	ʔɪntɐnatsjonaliˈziːɐtən
internationalisiertest	ʔɪntɐnatsjonaliˈziːɐtəst
internationalisiertet	ʔɪntɐnatsjonaliˈziːɐtət
Internationalisierung	ʔɪntɐnatsjonaliˈziːʁʊŋ
Internationalismus	ʔɪntɐnatsjonaˈlɪsmʊs
Internationalität	ʔɪntɐnatsjonaliˈtɛːt
Internats	ʔɪntɐˈnaːʦ
interne	ʔɪnˈtɛɐnə
internem	ʔɪnˈtɛɐnəm
Internen	ʔɪnˈtɛɐnən
internen	ʔɪnˈtɛɐnən
interner	ʔɪnˈtɛɐnɐ
internes	ʔɪnˈtɛɐnəs
Internet	ʔɪntɐnɛt
interniere	ʔɪntɐˈniːʁə
internieren	ʔɪntɐˈniːʁən
internierend	ʔɪntɐˈniːʁənt
internierest	ʔɪntɐˈniːʁəst
internieret	ʔɪntɐˈniːʁət
internierst	ʔɪntɐˈniːɐst
interniert	ʔɪntɐˈniːɐt
Internierte	ʔɪntɐˈniːɐtə
internierte	ʔɪntɐˈniːɐtə
internierten	ʔɪntɐˈniːɐtən
interniertest	ʔɪntɐˈniːɐtəst
interniertet	ʔɪntɐˈniːɐtət
Internierung	ʔɪntɐˈniːʁʊŋ
Internierungen	ʔɪntɐˈniːʁʊŋən
Internist	ʔɪntɐˈnɪst
Internisten	ʔɪntɐˈnɪstən
internistisch	ʔɪntɛɐˈnɪstɪʃ
internistische	ʔɪntɐˈnɪstɪʃə
internistischem	ʔɪntɐˈnɪstɪʃəm
internistischen	ʔɪntɐˈnɪstɪʃən
internistischer	ʔɪntɐˈnɪstɪʃɐ
internistisches	ʔɪntɐˈnɪstɪʃəs
Internodien	ʔɪntɐˈnoːdjən
Internodium	ʔɪntɐˈnoːdjʊm
Internum	ʔɪnˈtɛɐnʊm
Internums	ʔɪnˈtɛɐnʊms
interparlamentarisch	ʔɪntɐpaɐlamɛnˌtaːʁɪʃ
interparlamentarische	ʔɪntɐpaɐlamɛnˌtaːʁɪʃə
interparlamentarischem	ʔɪntɐpaɐlamɛnˌtaːʁɪʃəm
interparlamentarischen	ʔɪntɐpaɐlamɛnˌtaːʁɪʃən
interparlamentarischer	ʔɪntɐpaɐlamɛnˌtaːʁɪʃɐ
interparlamentarisches	ʔɪntɐpaɐlamɛnˌtaːʁɪʃəs
Interpellant	ʔɪntɐpɛˈlant
Interpellanten	ʔɪntɐpɛˈlantən
Interpellation	ʔɪntɐpɛlaˈʦjoːn
Interpellationen	ʔɪntɐpɛlaˈʦjoːnən
interpelliere	ʔɪntɐpɛˈliːʁə
interpellieren	ʔɪntɐpɛˈliːʁən
interpellierend	ʔɪntɐpɛˈliːʁənt
interpellierest	ʔɪntɐpɛˈliːʁəst
interpellieret	ʔɪntɐpɛˈliːʁət
interpellierst	ʔɪntɐpɛˈliːɐst
interpelliert	ʔɪntɐpɛˈliːɐt
interpellierte	ʔɪntɐpɛˈliːɐtə
interpellierten	ʔɪntɐpɛˈliːɐtən
interpelliertest	ʔɪntɐpɛˈliːɐtəst
interpelliertet	ʔɪntɐpɛˈliːɐtət
interplanetar	ʔɪntɐplaneˈtaːɐ
interplanetare	ʔɪntɐplaneˈtaːʁə
interplanetarem	ʔɪntɐplaneˈtaːʁəm
interplanetaren	ʔɪntɐplaneˈtaːʁən
interplanetarer	ʔɪntɐplaneˈtaːʁɐ
interplanetares	ʔɪntɐplaneˈtaːʁəs
interplanetarisch	ʔɪntɐplaneˈtaːʁɪʃ
interplanetarische	ʔɪntɐplaneˈtaːʁɪʃə
interplanetarischem	ʔɪntɐplaneˈtaːʁɪʃəm
interplanetarischen	ʔɪntɐplaneˈtaːʁɪʃən
interplanetarischer	ʔɪntɐplaneˈtaːʁɪʃɐ
interplanetarisches	ʔɪntɐplaneˈtaːʁɪʃəs
Interpolation	ʔɪntɐpolaˈʦjoːn
Interpolationen	ʔɪntɐpolaˈʦjoːnən
interpoliere	ʔɪntɐpoˈliːʁə
interpolieren	ʔɪntɐpoˈliːʁən
interpolierend	ʔɪntɐpoˈliːʁənt
interpolierest	ʔɪntɐpoˈliːʁəst
interpolieret	ʔɪntɐpoˈliːʁət
interpolierst	ʔɪntɐpoˈliːɐst
interpoliert	ʔɪntɐpoˈliːɐt
interpolierte	ʔɪntɐpoˈliːɐtə
interpolierten	ʔɪntɐpoˈliːɐtən
interpoliertest	ʔɪntɐpoˈliːɐtəst
interpoliertet	ʔɪntɐpoˈliːɐtət
Interpret	ʔɪntɐˈpʁeːt
Interpretation	ʔɪntɐpʁetaˈʦjoːn
Interpretationen	ʔɪntɐpʁetaˈʦjoːnən
interpretativ	ʔɪntɐpʁetaˈtiːf
interpretative	ʔɪntɐpʁetaˈtiːvə
interpretativem	ʔɪntɐpʁetaˈtiːvəm
interpretativen	ʔɪntɐpʁetaˈtiːvən
interpretativer	ʔɪntɐpʁetaˈtiːvɐ
interpretatives	ʔɪntɐpʁetaˈtiːvəs
Interpreten	ʔɪntɐˈpʁeːtən
interpretiere	ʔɪntɐpʁeˈtiːʁə
interpretieren	ʔɪntɐpʁeˈtiːʁən
interpretierend	ʔɪntɐpʁeˈtiːʁənt
interpretierest	ʔɪntɐpʁeˈtiːʁəst
interpretieret	ʔɪntɐpʁeˈtiːʁət
interpretierst	ʔɪntɐpʁeˈtiːɐst
interpretiert	ʔɪntɐpʁeˈtiːɐt
interpretierte	ʔɪntɐpʁeˈtiːɐtə
interpretierten	ʔɪntɐpʁeˈtiːɐtən
interpretiertest	ʔɪntɐpʁeˈtiːɐtəst
interpretiertet	ʔɪntɐpʁeˈtiːɐtət
Interpunktion	ʔɪntɐpʊŋkˈʦjoːn
Interpunktionen	ʔɪntɐpʊŋkˈʦjoːnən
Interregnen	ʔɪntɐˈʁɛɡnən
Interregnum	ʔɪntɐˈʁɛɡnʊm
Interregnums	ʔɪntɐˈʁɛɡnʊms
Interrogativ	ʔɪntɐˌʁoɡaˈtiːf
interrogativ	ʔɪntɐˌʁoɡaˈtiːf
interrogative	ʔɪntɐˌʁoɡaˈtiːvə
interrogativem	ʔɪntɐˌʁoɡaˈtiːvəm
Interrogativen	ʔɪntɐˌʁoɡaˈtiːvən
interrogativen	ʔɪntɐˌʁoɡaˈtiːvən
interrogativer	ʔɪntɐˌʁoɡaˈtiːvɐ
interrogatives	ʔɪntɐˌʁoɡaˈtiːvəs
Interrogativpronomen	ʔɪntɐˌʁoɡaˈtiːfpʁoˌnoːmən
Interrogativpronomens	ʔɪntɐˌʁoɡaˈtiːfpʁoˌnoːməns
Interrogativpronomina	ʔɪntɐˌʁoɡaˈtiːfpʁoˌnoːmina
Interrogativsatz	ʔɪntɐˌʁoɡaˈtiːfˌzaʦ
Interrogativsatze	ʔɪntɐˌʁoɡaˈtiːfˌzaʦə
Interrogativsatzes	ʔɪntɐˌʁoɡaˈtiːfˌzaʦəs
Intersexualität	ʔɪntɐzɛksualiˈtɛːt
Intershop	ʔɪntɐʃɔp
Intersputnik	ʔɪntɐspʊtnɪk
interstellar	ʔɪntɐstɛˈlaːɐ
interstellare	ʔɪntɐstɛˈlaːʁə
interstellarem	ʔɪntɐstɛˈlaːʁəm
interstellaren	ʔɪntɐstɛˈlaːʁən
interstellarer	ʔɪntɐstɛˈlaːʁɐ
interstellares	ʔɪntɐstɛˈlaːʁəs
Interstitien	ʔɪntɐˈstiːtsjən
Interstitium	ʔɪntɐˈstiːtsjʊm
interterritorial	ʔɪntɐtɛʁitoˈʁjaːl
interterritoriale	ʔɪntɐtɛʁitoˈʁjaːlə
interterritorialem	ʔɪntɐtɛʁitoˈʁjaːləm
interterritorialen	ʔɪntɐtɛʁitoˈʁjaːlən
interterritorialer	ʔɪntɐtɛʁitoˈʁjaːlɐ
interterritoriales	ʔɪntɐtɛʁitoˈʁjaːləs
Intervall	ʔɪntɐˈval
Intervalle	ʔɪntɐˈvalə
Intervallen	ʔɪntɐˈvalən
Intervalls	ʔɪntɐˈvals
Intervenient	ʔɪntɐveˈnjɛnt
Intervenienten	ʔɪntɐveˈnjɛntən
interveniere	ʔɪntɐveˈniːʁə
intervenieren	ʔɪntɐveˈniːʁən
intervenierend	ʔɪntɐveˈniːʁənt
intervenierest	ʔɪntɐveˈniːʁəst
intervenieret	ʔɪntɐveˈniːʁət
intervenierst	ʔɪntɐveˈniːɐst
interveniert	ʔɪntɐveˈniːɐt
intervenierte	ʔɪntɐveˈniːɐtə
intervenierten	ʔɪntɐveˈniːɐtən
interveniertest	ʔɪntɐveˈniːɐtəst
interveniertet	ʔɪntɐveˈniːɐtət
Intervent	ʔɪntɐˈvɛnt
Interventen	ʔɪntɐˈvɛntən
Intervention	ʔɪntɐvɛnˈʦjoːn
Interventionen	ʔɪntɐvɛnˈʦjoːnən
Interventionist	ʔɪntɐvɛnʦjoˈnɪst
Interventionisten	ʔɪntɐvɛnʦjoˈnɪstən
Interview	ʔɪntɐvjuː
Interviewer	ʔɪntɐvjuːɐ
Interviewerin	ʔɪntɐˈvjuːəʁɪn
Interviewern	ʔɪntɐvjuːɐn
Interviewers	ʔɪntɐvjuːɐs
Interviews	ʔɪntɐvjuːs
Intervision	ʔɪntɐviˈzjoːn
interzellular	ʔɪntɐʦɛluˈlaːɐ
interzellulare	ʔɪntɐʦɛluˈlaːʁə
interzellularem	ʔɪntɐʦɛluˈlaːʁəm
interzellularen	ʔɪntɐʦɛluˈlaːʁən
interzellularer	ʔɪntɐʦɛluˈlaːʁɐ
interzellulares	ʔɪntɐʦɛluˈlaːʁəs
Interzession	ʔɪntɐʦɛˈsjoːn
Interzessionen	ʔɪntɐʦɛˈsjoːnən
Interzonenhandel	ʔɪntɐˈʦoːnənˌhandəl
Interzonenhandels	ʔɪntɐˈʦoːnənˌhandəls
intestinal	ʔɪntɛstiˈnaːl
intestinale	ʔɪntɛstiˈnaːlə
intestinalem	ʔɪntɛstiˈnaːləm
intestinalen	ʔɪntɛstiˈnaːlən
intestinaler	ʔɪntɛstiˈnaːlɐ
intestinales	ʔɪntɛstiˈnaːləs
Inthronisation	ʔɪntʁonizaˈʦjoːn
Inthronisationen	ʔɪntʁonizaˈʦjoːnən
inthronisiere	ʔɪntʁoniˈziːʁə
inthronisieren	ʔɪntʁoniˈziːʁən
inthronisierend	ʔɪntʁoniˈziːʁənt
inthronisierest	ʔɪntʁoniˈziːʁəst
inthronisieret	ʔɪntʁoniˈziːʁət
inthronisierst	ʔɪntʁoniˈziːɐst
inthronisiert	ʔɪntʁoniˈziːɐt
inthronisierte	ʔɪntʁoniˈziːɐtə
inthronisierten	ʔɪntʁoniˈziːɐtən
inthronisiertest	ʔɪntʁoniˈziːɐtəst
inthronisiertet	ʔɪntʁoniˈziːɐtət
intim	ʔɪnˈtiːm
Intimation	ʔɪntimaˈʦjoːn
Intimationen	ʔɪntimaˈʦjoːnən
intime	ʔɪnˈtiːmə
intimem	ʔɪnˈtiːməm
intimen	ʔɪntimən
intimer	ʔɪnˈtiːmɐ
intimere	ʔɪnˈtiːməʁə
intimerem	ʔɪnˈtiːməʁəm
intimeren	ʔɪnˈtiːməʁən
intimerer	ʔɪnˈtiːməʁɐ
intimeres	ʔɪnˈtiːməʁəs
intimes	ʔɪnˈtiːməs
Intimität	ʔɪntimiˈtɛːt
intimst	ʔɪnˈtiːmst
intimste	ʔɪnˈtiːmstə
intimstem	ʔɪnˈtiːmstəm
intimsten	ʔɪnˈtiːmstən
intimster	ʔɪnˈtiːmstɐ
intimstes	ʔɪnˈtiːmstəs
Intimus	ʔɪntimʊs
intolerant	ʔɪntolɐant
intolerante	ʔɪntolɐantə
intolerantem	ʔɪntolɐantəm
intoleranten	ʔɪntolɐantən
intoleranter	ʔɪntolɐantɐ
intolerantere	ʔɪntolɐantəʁə
intoleranterem	ʔɪntolɐantəʁəm
intoleranteren	ʔɪntolɐantəʁən
intoleranterer	ʔɪntolɐantəʁɐ
intoleranteres	ʔɪntolɐantəʁəs
intolerantes	ʔɪntolɐantəs
intolerantest	ʔɪntolɐantəst
intoleranteste	ʔɪntolɐantəstə
intolerantestem	ʔɪntolɐantəstəm
intolerantesten	ʔɪntolɐantəstən
intolerantester	ʔɪntolɐantəstɐ
intolerantestes	ʔɪntolɐantəstəs
intolerantst	ʔɪntolɐanʦt
intolerantste	ʔɪntolɐanʦtə
intolerantstem	ʔɪntolɐanʦtəm
intolerantsten	ʔɪntolɐanʦtən
intolerantster	ʔɪntolɐanʦtɐ
intolerantstes	ʔɪntolɐanʦtəs
Intoleranz	ʔɪntolɐanʦ
Intoleranzen	ʔɪntolɐanʦən
Intonation	ʔɪntonaˈʦjoːn
Intonationen	ʔɪntonaˈʦjoːnən
intoniere	ʔɪntoˈniːʁə
intonieren	ʔɪntoˈniːʁən
intonierend	ʔɪntoˈniːʁənt
intonierest	ʔɪntoˈniːʁəst
intonieret	ʔɪntoˈniːʁət
intonierst	ʔɪntoˈniːɐst
intoniert	ʔɪntoˈniːɐt
intonierte	ʔɪntoˈniːɐtə
intonierten	ʔɪntoˈniːɐtən
intoniertest	ʔɪntoˈniːɐtəst
intoniertet	ʔɪntoˈniːɐtət
Intoxikation	ʔɪntɔksikaˈʦjoːn
Intoxikationen	ʔɪntɔksikaˈʦjoːnən
Intra	ʔɪntʁaː
Intrada	ʔɪnˈtʁaːdaː
Intrade	ʔɪnˈtʁaːdə
Intraden	ʔɪnˈtʁaːdən
intrakardial	ʔɪntʁakaɐˈdjaːl
intrakardiale	ʔɪntʁakaɐˈdjaːlə
intrakardialem	ʔɪntʁakaɐˈdjaːləm
intrakardialen	ʔɪntʁakaɐˈdjaːlən
intrakardialer	ʔɪntʁakaɐˈdjaːlɐ
intrakardiales	ʔɪntʁakaɐˈdjaːləs
intrakutan	ʔɪntʁakuˈtaːn
intramolekular	ʔɪntʁamolekuˈlaːɐ
intramolekulare	ʔɪntʁamolekuˈlaːʁə
intramolekularem	ʔɪntʁamolekuˈlaːʁəm
intramolekularen	ʔɪntʁamolekuˈlaːʁən
intramolekularer	ʔɪntʁamolekuˈlaːʁɐ
intramolekulares	ʔɪntʁamolekuˈlaːʁəs
intramuskulär	ʔɪntʁamʊskʊˈlɛːɐ
Intransigent	ʔɪntʁanziˈɡɛnt
intransigent	ʔɪntʁanziˈɡɛnt
intransigente	ʔɪntʁanziˈɡɛntə
intransigentem	ʔɪntʁanziˈɡɛntəm
intransigenten	ʔɪntʁanziˈɡɛntən
intransigenter	ʔɪntʁanziˈɡɛntɐ
intransigentere	ʔɪntʁanziˈɡɛntəʁə
intransigenterem	ʔɪntʁanziˈɡɛntəʁəm
intransigenteren	ʔɪntʁanziˈɡɛntəʁən
intransigenterer	ʔɪntʁanziˈɡɛntəʁɐ
intransigenteres	ʔɪntʁanziˈɡɛntəʁəs
intransigentes	ʔɪntʁanziˈɡɛntəs
intransigentest	ʔɪntʁanziˈɡɛntəst
intransigenteste	ʔɪntʁanziˈɡɛntəstə
intransigentestem	ʔɪntʁanziˈɡɛntəstəm
intransigentesten	ʔɪntʁanziˈɡɛntəstən
intransigentester	ʔɪntʁanziˈɡɛntəstɐ
intransigentestes	ʔɪntʁanziˈɡɛntəstəs
intransigentst	ʔɪntʁanziˈɡɛnʦt
intransigentste	ʔɪntʁanziˈɡɛnʦtə
intransigentstem	ʔɪntʁanziˈɡɛnʦtəm
intransigentsten	ʔɪntʁanziˈɡɛnʦtən
intransigentster	ʔɪntʁanziˈɡɛnʦtɐ
intransigentstes	ʔɪntʁanziˈɡɛnʦtəs
Intransigenz	ʔɪntʁanziˈɡɛnʦ
Intransitiv	ʔɪntʁanzitiːf
intransitiv	ʔɪntʁanzitiːf
Intransitiva	ʔɪntʁanziˈtiːvaː
intransitive	ʔɪntʁanzitiːvə
intransitivem	ʔɪntʁanzitiːvəm
