'em	əm
hen	ˈhɛn
henao	ˈheɪnaʊ
henard	ˈhɛnəɹd
henault	ˈhɛnaʊlt
henbane	ˈhɛnˌbeɪn
hence	ˈhɛns
henceforth	ˈhɛnˈsfɔɹθ
hench	ˈhɛnʧ
henchman	ˈhɛnʧmən
henchmen	ˈhɛnʧmən
henckel	ˈhɛnkəl
hendee	ˈhɛndiː
hendel	ˈhɛndəl
hendershot	ˈhɛndəɹʃət
hendershott	ˈhɛndəɹʃət
henderson	ˈhɛndəɹsən
hendler	ˈhɛndləɹ
hendley	ˈhɛndliː
hendon	ˈhɛndoʊn
hendra	ˈhɛndɹə
hendren	ˈhɛndəɹən
hendrich	ˈhɛndɹɪk
hendrick	ˈhɛndɹɪk
hendricks	ˈhɛndɹɪks
hendricksen	ˈhɛndɹɪksən
hendrickson	ˈhɛndɹɪksən
hendrie	ˈhɛndəɹiː
hendrik	ˈhɛndɹɪk
hendriks	ˈhɛndɹɪks
hendriksen	ˈhɛndɹɪksən
hendrix	ˈhɛndɹɪks
hendrixson	ˈhɛndɹɪksən
hendron	ˈhɛndɹən
hendry	ˈhɛndɹiː
hendryx	ˈhɛndɹɪks
hendy	ˈhɛndiː
henegar	ˈhɛnɪgəɹ
heneghan	hɛˈnɛghən
henehan	ˈhɛnəhæn
henery	ˈhɛnəɹiː
henes	ˈhiːnz
heney	ˈhɛniː
heng	ˈhɛŋ
hengel	ˈhɛŋgəl
hengst	ˈhɛŋgst
henhouse	ˈhɛnˌhaʊs
henie	ˈhɛniː
henigan	ˈhɛnɪgən
henin	ˈhɛˌnɪn
heninger	ˈhɛnɪŋəɹ
henion	ˈhɛnjən
henk	ˈhɛŋk
henke	ˈhɛŋk
henkel	ˈhɛŋkəl
henkelman	ˈhɛŋkəlmən
henkels	ˈhɛŋkəlz
henken	ˈhɛŋkən
henkes	ˈhɛŋks
henkin	ˈhɛŋˌkɪn
henkle	ˈhɛŋkəl
henle	ˈhɛnəl
henley	ˈhɛnliː
henleys	ˈhɛnliːz
henline	ˈhɛnˌlaɪn
henly	ˈhɛnliː
henman	ˈhɛnmən
henn	ˈhɛn
henna	ˈhɛnə
hennan	ˈhɛnən
henne	ˈhɛniː
henneberger	ˈhɛnbəɹgəɹ
henneberry	ˈhɛnbɛɹiː
henneke	ˈhɛnɪk
hennelly	ˈhɛnəliː
henneman	ˈhɛnmən
hennen	ˈhɛnən
hennepin	ˈhɛnəˌpɪn
henner	ˈhɛnəɹ
hennes	ˈhɛnz
henness	ˈhɛˌnɪs
hennessee	ˈhɛnəsiː
hennessey	ˈhɛnəsiː
hennessy	ˈhɛnəsiː
henney	ˈhɛniː
hennick	ˈhɛnɪk
hennig	ˈhɛnɪg
hennigan	ˈhɛnɪgən
hennigar	ˈhɛnɪgəɹ
henning	ˈhɛnɪŋ
henninger	ˈhɛnɪŋəɹ
hennings	ˈhɛnɪŋz
henningsen	ˈhɛnɪŋsən
hennington	ˈhɛnɪŋtən
hennis	ˈhɛˌnɪs
hennon	ˈhɛnən
henpeck	ˈhɛnˌpɛk
henpecked	ˈhɛnˌpɛkt
henri	ˈhɛnɹiː
henri	ˌɑnˈɹiː
henrich	ˈhɛnɹɪk
henrichs	ˈhɛnɹɪks
henrichsen	ˈhɛnɹɪksən
henrick	ˈhɛnɹɪk
henricks	ˈhɛnɹɪks
henricksen	ˈhɛnɹɪksən
henrickson	ˈhɛnɹɪksən
henrie	ˈhɛnəɹiː
henrietta	ˌhɛnɹiːˈɛtə
henriette	ˌhɛnɹiːˈɛt
henrik	ˈhɛnɹɪk
henrika	ˈhɛnɹɪkə
henriksen	ˈhɛnɹɪksən
henrikson	ˈhɛnɹɪksən
henrique	ɑˈnɹiːk
henriques	hɛˈnɹiːkɛz
henriques	ɑˈnɹiːk
henriquez	hɛˈnɹiːkɛz
henriquez	ɑˈnɹiːk
henry	ˈhɛnɹiː
hens	ˈhɛnz
hensarling	ˈhɛnsɑɹlɪŋ
hensch	ˈhɛnʃ
henschel	ˈhɛnʃəl
henschen	ˈhɛnʃən
hense	ˈhɛns
hensel	ˈhɛnsəl
hensen	ˈhɛnsən
henshaw	ˈhɛnˌʃɑ
henske	ˈhɛnskiː
henslee	ˈhɛnˌzliː
hensler	ˈhɛnsələɹ
hensley	ˈhɛnzliː
henson	ˈhɛnsən
hentges	ˈhɛntʤəz
henthorn	ˈhɛnθəɹn
henthorne	ˈhɛnθəɹn
hentic	ˈhɛntɪk
hentoff	ˈhɛntɑf
henton	ˈhɛntən
hentschel	ˈhɛnʧəl
hentz	ˈhɛnts
henwood	ˈhɛnˌwʊd
henze	ˈhɛnz
henzel	ˈhɛnzəl
henzler	ˈhɛnzləɹ
heon	ˈhiːən
hep	ˈhɛp
heparin	ˈhɛˌpəɹɪn
hepatic	həˈpætɪk
hepatitis	ˌhɛpəˈtaɪtəs
hepburn	ˈhɛpbəɹn
hepfer	ˈhɛpfəɹ
hepker	ˈhɛpkəɹ
hepler	ˈhɛpləɹ
hepner	ˈhɛpnəɹ
hepp	ˈhɛp
heppe	ˈhɛp
hepper	ˈhɛpəɹ
heppler	ˈhɛpləɹ
heppner	ˈhɛpnəɹ
heptathlon	hɛpˈtæθlɑn
hepworth	ˈhɛpwəɹθ
her	həɹ
her	ˈhʌɹ
hera	ˈhɪɹə
herald	ˈhɛɹəld
heralded	ˈhɛɹəldəd
heraldic	hɛˈɹældɪk
heralding	ˈhɛɹəldɪŋ
heraldry	ˈhɛɹəldɹiː
heralds	ˈhɛɹəldz
herb	ˈʌɹb
herb	ˈhʌɹb
herbaceous	əɹˈbeɪʃəs
herbal	ˈʌɹbəl
herbal	ˈhʌɹbəl
herbalife	ˈhʌɹbəˌlaɪf
herbalife	ˈʌɹbəˌlaɪf
herbalist	ˈʌɹbələst
herbalist	ˈhʌɹbələst
herbalists	ˈʌɹbələsts
herbalists	ˈʌɹbələss
herbalists	ˈhʌɹbələsts
herbalists	ˈhʌɹbələss
herbalists	ˈʌɹbələs
herbalists	ˈhʌɹbələs
herbarium	həɹˈbɛɹiːəm
herbarium	əɹˈbɛɹiːəm
herbariums	həɹˈbɛɹiːəmz
herbariums	əɹˈbɛɹiːəmz
herbeck	ˈhʌɹbɛk
herbel	ˈhʌɹbəl
herber	ˈhʌɹbəɹ
herberg	ˈhʌɹbəɹg
herberger	ˈhʌɹbəɹgəɹ
herbers	ˈhʌɹbəɹz
herbert	ˈhʌɹbəɹt
herbicide	ˈhʌɹbəˌsaɪd
herbicide	ˈʌɹbəˌsaɪd
herbicides	ˈʌɹbəˌsaɪdz
herbicides	ˈhʌɹbəˌsaɪdz
herbie	ˈhʌɹbiː
herbig	ˈhʌɹbɪg
herbin	ˈhʌɹˌbɪn
herbison	ˈhʌɹˌbɪsən
herbivore	ˈhʌɹbɪˌvɔɹ
herbivore	ˈʌɹbɪˌvɔɹ
herbivorous	həɹˈbɪvəɹəs
herbivorous	əɹˈbɪvəɹəs
herbold	ˈhʌɹboʊld
herbs	ˈʌɹbz
herbst	ˈhʌɹbst
herbster	ˈhʌɹbstəɹ
herceg	ˈhʌɹsɪg
hercegovina	ˌhɛɹtsəgoʊˈviːnə
hercegovina	ˌhʌɹɹtsəgoʊˈviːnə
herculean	həɹˈkjuːliːən
hercules	ˈhʌɹkjəˌliːz
herczeg	ˈhʌɹʧɪg
herd	ˈhʌɹd
herda	ˈhɛɹdə
herdal	ˈhɛɹdəl
herded	ˈhʌɹdəd
herder	ˈhɛɹdəɹ
herder	ˈhʌɹdəɹ
herders	ˈhʌɹdəɹz
herding	ˈhʌɹdɪŋ
herdman	ˈhʌɹdmən
herds	ˈhʌɹdz
herdsmen	ˈhʌɹdzmɛn
herdt	ˈhʌɹt
here	ˈhɪɹ
hereabout	ˈhɪɹəˌbaʊt
hereabouts	ˈhɪɹəˌbaʊts
hereafter	hɪˈɹæftəɹ
hereby	hɪɹˈbaɪ
heredia	həɹˈɛdiːə
hereditary	həɹˈɛdəˌtɛɹiː
heredity	həɹˈɛdətiː
hereford	ˈhɛɹəfəɹd
herein	hɪˈɹɪn
herendeen	ˈhɪɹndiːn
heresy	ˈhɛɹəsiː
heretic	ˈhɛɹətɪk
heretical	həɹˈɛtɪkəl
heretofore	ˌhɪɹtəˈfɔɹ
herewith	ˌhɪɹˈwɪθ
herford	ˈhʌɹfəɹd
herfurth	ˈhʌɹfəɹθ
hergert	ˈhʌɹgəɹt
herget	ˈhʌɹgɛt
hergott	ˈhʌɹgət
herin	ˈhɛˌɹɪn
hering	ˈhʌɹɪŋ
heringer	ˈhɛɹənʤəɹ
herington	ˈhɛɹɪŋtən
heritable	ˈhɛɹətəbəl
heritage	ˈhɛɹətəʤ
heritages	ˈhɛɹətɪʤəz
herk	ˈhʌɹk
herkert	ˈhʌɹkəɹt
herl	ˈhʌɹl
herlihy	ˈhʌɹləhiː
herling	ˈhʌɹlɪŋ
herlong	ˈhʌɹlɑŋ
herm	ˈhʌɹm
herman	ˈhʌɹmən
hermance	ˈhʌɹməns
hermann	ˈhʌɹmən
hermanns	ˈhʌɹmɑnz
hermans	ˈhʌɹmənz
hermansen	ˈhʌɹmənsən
hermanson	ˈhʌɹmənsən
hermaphrodite	həɹˈmæfɹəˌdaɪt
hermaphroditic	həɹˌmæfɹəˈdɪtɪk
hermes	ˈhʌɹmiːz
hermetically	həɹˈmɛtɪkəliː
hermetically	həɹˈmɛtɪkliː
hermia	ˈhʌɹmiːə
hermias	ˈhʌɹmiːəz
hermida	hɛɹˈmiːdə
hermie	ˈhʌɹmiː
hermina	ˈhʌɹmənə
hermina	həɹˈmiːnə
hermine	ˈhʌɹˌmɪn
herminia	hɛɹˈmiːniːə
herminie	ˈhʌɹməniː
hermit	ˈhʌɹmət
hermitage	ˈhʌɹmətəʤ
hermits	ˈhʌɹməts
hermon	ˈhʌɹmən
hermosa	hɛɹˈmoʊsə
hermosillo	həɹməˈsɪloʊ
herms	ˈhʌɹmz
hermsen	ˈhʌɹmsən
hern	ˈhʌɹn
hernan	ˈhʌɹnən
hernandes	ˈhʌɹnəndz
hernandes	həɹˈnændɛz
hernandez	həɹˈnændɛz
hernando	həɹˈnɑndoʊ
herndon	ˈhʌɹndən
herne	ˈhʌɹn
herner	ˈhʌɹnəɹ
hernia	ˈhʌɹniːə
herniate	ˈhʌɹniːˌeɪt
herniates	ˈhʌɹniːˌeɪts
hernon	ˈhʌɹnən
hero	ˈhɪɹoʊ
hero	ˈhiːɹoʊ
herod	ˈhɛɹəd
heroes	ˈhɪɹoʊz
heroes	ˈhiːɹoʊz
heroic	hɪˈɹoʊɪk
heroically	ˌhɪˈɹoʊɪkliː
heroics	hɪˈɹoʊɪks
heroin	ˈhɛɹoʊən
heroine	ˈhɛɹoʊən
heroines	ˈhɛˌɹoʊənz
heroism	ˈhɛɹoʊˌʊɪzəm
heroize	ˈhiːɹoʊˌaɪz
heroized	ˈhiːɹoʊˌaɪzd
herold	ˈhɛɹəld
heron	ˈhɛɹən
herons	ˈhɛɹənz
heros	ˈhɪɹoʊz
heroux	həɹˈuː
herpes	ˈhʌɹpiːz
herr	ˈhɛɹ
herre	ˈhɛɹ
herre	ˈhʌɹiː
herreid	ˈhɛɹaɪd
herrell	ˈhɛɹəl
herren	ˈhɛɹən
herrera	həɹˈɛɹə
herrero	hɛˈɹɛɹoʊ
herrhausen	ˈhɛɹˌhaʊzən
herriage	ˈhɛɹiːɪʤ
herrick	ˈhɛɹɪk
herridge	ˈhɛɹɪʤ
herrig	ˈhɛɹɪg
herriman	ˈhɛɹəmən
herrin	ˈhɛˌɹɪn
herring	ˈhɛɹɪŋ
herrings	ˈhɛɹɪŋz
herringshaw	ˈhɛɹɪŋˌʃɑ
herrington	ˈhɛɹɪŋtən
herriott	ˈhɛɹiːɑt
herriott	ˈhɛɹiːət
herrle	ˈhɛɹəl
herrlinger	ˈhɛɹˌlɪŋəɹ
herrlinger	ˈhɛɹˌlɪŋgəɹ
herrman	ˈhɛɹmən
herrmann	ˈhɛɹmən
herro	ˈhɛɹoʊ
herrod	ˈhɛɹəd
herrold	ˈhɛˌɹoʊld
herron	ˈhɛɹən
herronimo	həɹˈɑnəmoʊ
hers	həɹz
hers	ˈhʌɹz
hersant	ˈhʌɹsənt
hersch	ˈhʌɹʃ
herschel	ˈhʌɹʃəl
herschell	ˈhʌɹʃəl
herschensohn	ˈhʌɹʃənsən
herscu	həɹsˈkuː
herself	həɹˈsɛlf
hersey	ˈhʌɹsiː
hersh	ˈhʌɹʃ
hershberger	ˈhʌɹʃbəɹgəɹ
hershey	ˈhʌɹʃiː
hershiser	ˈhʌɹʃaɪzəɹ
hershkowitz	ˈhʌɹʃkəˌwɪts
hershman	ˈhʌɹʃmən
hershner	ˈhʌɹʃnəɹ
herskovitz	ˈhʌɹskəˌvɪts
herskowitz	ˈhʌɹskəˌwɪts
hersman	ˈhʌɹsmən
hersom	ˈhʌɹsəm
herson	ˈhʌɹsən
herst	ˈhʌɹst
hert	ˈhʌɹt
herta	ˈhʌɹtə
hertel	ˈhʌɹtəl
hertenstein	ˈhʌɹtənstaɪn
hertenstein	ˈhʌɹtənstiːn
herter	ˈhʌɹtəɹ
hertha	ˈhʌɹθə
hertig	ˈhʌɹtɪg
herting	ˈhʌɹtɪŋ
hertlein	ˈhʌɹtlaɪn
hertog	ˈhʌɹtɑg
hertz	ˈhɛɹts
hertz	ˈhʌɹts
hertzberg	ˈhʌɹtsbəɹg
hertzenleben	ˈhʌɹtəˌnleɪbən
hertzler	ˈhʌɹtzələɹ
hertzog	ˈhʌɹtzəg
herve	ˈhʌɹveɪ
hervey	həɹˈveɪ
herwick	ˈhʌɹˌwɪk
herwig	ˈhʌɹwɪg
herwitz	ˈhʌɹˌwɪts
heryana	həɹjˈjænə
herz	ˈhʌɹz
herzberg	ˈhʌɹzbəɹg
herzberger	ˈhʌɹzbəɹgəɹ
herzegovina	ˌhɛɹtsəgoʊˈviːnə
herzegovina	ˌhʌɹtsəgoʊˈviːnə
herzer	ˈhʌɹzəɹ
herzfeld	ˈhʌɹzfɛld
herzig	ˈhʌɹzɪg
herzing	ˈhʌɹzɪŋ
herzlinger	ˈhʌɹzˌlɪŋəɹ
herzog	ˈhʌɹzɑg
hesch	ˈhɛʃ
heseltine	ˈhɛsəlˌtiːn
heseltine	ˈhɛsəlˌtaɪn
heselton	hɛˈsɛltən
hesheng	ˈhɛʃɛŋ
hesiod	ˈhiːsiːəd
hesitancy	ˈhɛzətənsiː
hesitant	ˈhɛzətənt
hesitantly	ˈhɛzətəntliː
hesitate	ˈhɛzəˌteɪt
hesitated	ˈhɛzəˌteɪtəd
hesitates	ˈhɛzəˌteɪts
hesitating	ˈhɛzəˌteɪtɪŋ
hesitation	ˌhɛzəˈteɪʃən
hesitations	ˌhɛzəˈteɪʃənz
hesketh	ˈhɛskɛθ
heskett	ˈhɛskɛt
heslep	ˈhɛsˌlɪp
hesler	ˈhɛsələɹ
heslin	ˈhɛsˌlɪn
heslop	ˈhɛsləp
hesper	ˈhɛspəɹ
hespera	heɪsˈpɛɹə
hess	ˈhɛs
hesse	ˈhɛs
hessel	ˈhɛsəl
hesseltine	ˈhɛsəltiːn
hesser	ˈhɛsəɹ
hessian	ˈhɛʃən
hessing	ˈhɛsɪŋ
hessinger	ˈhɛsənʤəɹ
hession	ˈhɛʃən
hessite	ˈhɛsaɪt
hessler	ˈhɛsləɹ
hessling	ˈhɛsəlɪŋ
hesson	ˈhɛsən
hesston	ˈhɛstən
hestand	ˈhɛstənd
hester	ˈhɛstəɹ
hesther	ˈhɛsðəɹ
hestia	ˈhɛstiːə
heston	ˈhɛstən
heterocercal	ˌhɛtəɹoʊˈsʌɹkəl
heterodox	ˌhɛtəɹəˌdɑks
heterodoxy	ˈhɛtəɹəˌdɑksiː
heterodyne	ˈhɛtəɹəˌdaɪn
heterogeneity	ˌhɛtəɹəʤəˈneɪətiː
heterogeneous	ˌhɛtəɹəˈʤiːnjəs
heterosexual	ˌhɛtəɹoʊˈsɛkʃəwəl
heterosexuality	ˌhɛtəɹoʊsɛkʃəˈwælətiː
heterosexuals	ˌhɛtəɹoʊˈsɛkʃəwəlz
heterosis	ˌhɛtəɹˈoʊsəs
heterosporous	ˌhɛtəɹˈɑspəɹəs
heterotrophic	ˌhɛtəɹəˈtɹɑfɪk
heterozygous	ˌhɛtəɹəˈzaɪgəs
heth	ˈhɛθ
hetherington	ˈhɛðəɹɪŋtən
hetland	ˈhɛtlənd
hetman	ˈhɛtmən
hetrick	ˈhɛtɹɪk
hett	ˈhɛt
hettel	ˈhɛtəl
hetti	ˈhɛtiː
hettick	ˈhɛtɪk
hettie	ˈhɛtiː
hettler	ˈhɛtləɹ
hettrick	ˈhɛtɹɪk
hetty	ˈhɛtiː
hetu	ˈhiːʧuː
hetz	ˈhɛts
hetzel	ˈhɛtzəl
hetzer	ˈhɛtzəɹ
hetzler	ˈhɛtsləɹ
heuberger	ˈhɔɪbəɹgəɹ
heublein	ˈhjuːbˌlaɪn
heuer	ˈhjuːəɹ
heuerman	ˈhɔɪəɹmən
heuermann	ˈhɔɪəɹmən
heuman	ˈhjuːmən
heumann	ˈhjuːmən
heun	ˈhjuːn
heupel	ˈhɔɪpəl
heuring	ˈhʌɹɪŋ
heusen	ˈhjuːsən
heuser	ˈhɔɪsəɹ
heusser	ˈhjuːsəɹ
hevener	ˈhɛviːnəɹ
heverly	ˈhɛvəɹliː
hevey	hɪˈveɪ
hevia	ˈheɪviːə
hew	ˈhjuː
heward	ˈhjuːəɹd
hewe	ˈhjuː
hewell	ˈhɛwɛl
hewell	ˈhjuːwɛl
hewer	ˈhjuːəɹ
hewes	ˈhjuːz
hewett	ˈhjuːɛt
hewey	ˈhjuːiː
hewing	ˈhjuːɪŋ
hewins	ˈhjuːˌɪnz
hewitt	ˈhjuːˌɪt
hewler	ˈhjuːləɹ
hewlett	ˈhjuːlɛt
hewn	ˈhjuːn
hews	ˈhjuːz
hewson	ˈhjuːsən
hexachlorophene	ˌhɛksəˈklɔɹəˌfiːn
hexagon	ˈhɛksəˌgɑn
hexagonal	hɛkˈsægənəl
hexcel	ˈhɛksəl
hext	ˈhɛkst
hey	ˈheɪ
heyboer	ˈheɪboʊəɹ
heyd	ˈheɪd
heyday	ˈheɪˌdeɪ
heyde	ˈheɪd
heyden	ˈheɪdən
heydon	ˈheɪdən
heydt	ˈheɪdt
heye	ˈhaɪ
heyen	ˈhaɪn
heyer	ˈheɪəɹ
heying	ˈheɪɪŋ
heyl	ˈheɪl
heyman	ˈheɪmən
heymann	ˈheɪmən
heyn	ˈheɪn
heyne	ˈheɪn
heys	ˈheɪz
heyse	ˈheɪs
heyser	ˈheɪzəɹ
heyward	ˈheɪwəɹd
heywood	ˈheɪˌwʊd
hezbollah	hɛzˈbɑlə
hezbollah	ˈhɛzbələ
hezbullah	hɛzˈbɑlə
hezbullah	ˈhɛzbələ
hfdf	ˈeɪʧɛfˈdiːɛf
hgh	ˈeɪʧˈʤiːeɪʧ
hi	ˈhaɪ
hiaa	ˈeɪˈʧaɪˈeɪeɪ
hiaasen	ˈhaɪɑsən
hialeah	ˌhaɪəˈliːə
hiam	ˈhaɪəm
hiatt	ˈhaɪət
hiatus	haɪˈeɪtəs
hiawatha	ˌhaɪəˈwɑθə
hibaaq	ˈhaɪˌbæk
hibachi	həˈbɑʧiː
hibachi	hiːˈbɑʧiː
hibbard	ˈhɪbəɹd
hibben	ˈhɪbən
hibberd	ˈhɪbəɹd
hibbert	ˈhɪbəɹt
hibbett	ˈhɪˌbɪt
hibbitts	ˈhɪˌbɪts
hibbler	ˈhɪbləɹ
hibbs	ˈhɪbz
hibdon	ˈhɪbdən
hibernate	ˈhaɪbəɹˌneɪt
hibernation	ˌhaɪbəɹˈneɪʃən
hibernia	ˌhaɪˈbʌɹniːə
hibiscus	haɪˈbɪskəs
hibiscus	hɪˈbɪskəs
hibler	ˈhɑbələɹ
hibma	ˈhɪbmə
hibner	ˈhɪbnəɹ
hibor	ˈhaɪbəɹ
hibshman	ˈhɪbʃmən
hiccup	ˈhɪkəp
hiccups	ˈhɪkəps
hice	ˈhaɪs
hichens	ˈhɪkənz
hick	ˈhɪk
hickam	ˈhɪkəm
hickcox	ˈhɪkɑks
hickel	ˈhɪkəl
hicken	ˈhɪkən
hickerson	ˈhɪkəɹsən
hickey	ˈhɪkiː
hickle	ˈhɪkəl
hicklin	ˈhɪkˌlɪn
hickling	ˈhɪklɪŋ
hickman	ˈhɪkmən
hickmon	ˈhɪkmən
hickok	ˈhɪkək
hickories	ˈhɪkəɹiːz
hickory	ˈhɪkəɹiː
hickory	ˈhɪkɹiː
hickox	ˈhɪkɑks
hicks	ˈhɪks
hickson	ˈhɪksən
hicksville	ˈhɪkˌsvɪl
hid	ˈhɪd
hidalgo	həˈdælˌgoʊ
hidden	ˈhɪdən
hide	ˈhaɪd
hideaki	ˌhiːdeɪˈɑkiː
hideaway	ˈhaɪdəˌweɪ
hidebound	ˈhaɪdˌbaʊnd
hideo	həˈdeɪoʊ
hideous	ˈhɪdiːəs
hideously	ˈhɪdiːəsliː
hideout	ˈhaɪˌdaʊt
hideouts	ˈhaɪˌdaʊts
hider	ˈhaɪdəɹ
hides	ˈhaɪdz
hiding	ˈhaɪdɪŋ
hidy	ˈhaɪdiː
hieb	ˈhiːb
hieber	ˈhiːbəɹ
hiebert	ˈhiːbəɹt
hiegel	ˈhiːgəl
hiems	ˈhiːmz
hiemstra	ˈhiːmstɹə
hier	ˈhaɪəɹ
hierarchical	ˌhaɪˈɹɑɹkəkəl
hierarchies	ˈhaɪˌɹɑɹkiːz
hierarchy	ˈhaɪəɹˌɑɹkiː
hierarchy	ˈhaɪˌɹɑɹkiː
hierholzer	ˈhaɪɹhoʊlzəɹ
hieroglyphic	ˌhaɪɹoʊˈglɪfɪk
hieroglyphics	ˌhaɪɹoʊˈglɪfɪks
hiers	ˈhiːɹz
hiestand	ˈhiːstənd
hiester	ˈhaɪəstəɹ
hietala	ˈhaɪtələ
hietpas	ˈhaɪtpəz
hiett	ˈhaɪt
higa	ˈhiːgə
higashi	hiːˈgɑʃiː
higbee	ˈhɪgˌbiː
higbie	ˈhɪgbiː
higby	ˈhɪgbiː
higdon	ˈhɪgdən
higgason	ˈhɪgəsən
higgenbotham	ˈhɪgənbəθəm
higgens	ˈhɪgənz
higgerson	ˈhɪgəɹsən
higginbotham	hɪgənˈbɑθəm
higginbottom	hɪgənˈbɑtəm
higgins	ˈhɪˌgɪnz
higginson	ˈhɪgənsən
higgs	ˈhɪgz
high	ˈhaɪ
higham	ˈhaɪəm
highberger	ˈhaɪbəɹgəɹ
highboy	ˈhaɪˌbɔɪ
highbrow	ˈhaɪbˌɹaʊ
highbrows	ˈhaɪbˌɹaʊz
higher	ˈhaɪəɹ
highest	ˈhaɪəst
highfalutin	ˌhaɪfəˈluːtən
highfield	ˈhaɪˌfiːld
highfill	ˈhaɪˌfɪl
highflier	ˈhaɪfˌlaɪəɹ
highfliers	ˈhaɪfˌlaɪəɹz
highflying	ˈhaɪfˌlaɪɪŋ
highland	ˈhaɪlənd
highlander	ˈhaɪˌlændəɹ
highlanders	ˈhaɪˌlændəɹz
highlands	ˈhaɪləndz
highley	ˈhaɪliː
highlight	ˈhaɪˌlaɪt
highlighted	ˈhaɪˌlaɪtəd
highlighting	ˈhaɪˌlaɪtɪŋ
highlights	ˈhaɪˌlaɪts
highly	ˈhaɪliː
highman	ˈhaɪmən
highness	ˈhaɪnəs
highosin	ˈhaɪoʊˌsɪn
highrise	ˈhaɪˌɹaɪz
highrises	ˈhaɪˌɹaɪzəz
highs	ˈhaɪz
highschool	ˈhaɪsˌkuːl
highsmith	ˈhaɪsˌmɪθ
highspeed	ˈhaɪsˌpiːd
hight	ˈhaɪt
hightech	ˈhaɪˌtɛk
hightower	ˈhaɪˌtaʊəɹ
highway	ˈhaɪˌweɪ
highways	ˈhaɪˌweɪz
highyield	ˈhaɪjiːld
higinbotham	ˈhɪgənbəθəm
higinbotham	ˈhɪgənbɑθəm
higley	ˈhɪgliː
higman	ˈhɪgmən
hignight	ˈhɪgˌnaɪt
hignite	ˈhɪgˌnaɪt
higuchi	hiːˈguːʧiː
higuera	hiːˈgɛɹə
hijack	ˈhaɪˌʤæk
hijacked	ˈhaɪˌʤækt
hijacker	ˈhaɪˌʤækəɹ
hijackers	ˈhaɪˌʤækəɹz
hijacking	ˈhaɪˌʤækɪŋ
hijackings	ˈhaɪˌʤækɪŋz
hijinks	ˈhɪʤɪŋks
hike	ˈhaɪk
hiked	ˈhaɪkt
hiker	ˈhaɪkəɹ
hikers	ˈhaɪkəɹz
hikes	ˈhaɪks
hiking	ˈhaɪkɪŋ
hiland	ˈhɪlənd
hilaria	hiːˈlɑɹiːə
hilario	hiːˈlɑɹiːoʊ
hilarious	həˈlɛɹiːəs
hilariously	həˈlɛɹiːəsliː
hilarity	həˈlɛɹətiː
hilary	ˈhɪləɹiː
hilb	ˈhɪlb
hilberg	ˈhɪlbəɹg
hilbert	ˈhɪlbəɹt
hilborn	ˈhɪlbəɹn
hilbun	ˈhɪlbən
hilburn	ˈhɪlbəɹn
hild	ˈhɪld
hilda	ˈhɪldə
hilde	ˈhɪld
hildebran	ˈhɪldəbɹən
hildebrand	ˈhɪldəˌbɹænd
hildebrandt	ˈhɪldəbɹənt
hildebrant	ˈhɪldəbɹənt
hildegard	ˈhɪldəˌgɑɹd
hildegarde	ˈhɪldɪˌgɑɹd
hildegardes	ˈhɪldəˌgɑɹdz
hildemar	ˈhɪldəməɹ
hilden	ˈhaɪldən
hildenbrand	ˈhɪldənbɹənd
hildenbrand	ˈhɪldənbɹænd
hilder	ˈhɪldəɹ
hilderbrand	ˈhɪldəɹbɹənd
hilderbrandt	ˈhɪldəɹbɹənt
hildie	ˈhaɪldiː
hilditch	ˈhɪldɪʧ
hildreth	ˈhɪldɹɛθ
hildum	ˈhɪldəm
hildy	ˈhɪldiː
hile	ˈhaɪl
hileman	ˈhaɪlmən
hilemon	ˈhaɪlmən
hiler	ˈhaɪləɹ
hiles	ˈhaɪlz
hiley	ˈhɪliː
hilfiger	ˈhɪlfaɪgəɹ
hilfiger	ˈhɪlfɪgəɹ
hilfiker	ˈhɪlfɪkəɹ
hilgart	ˈhɪlˌgɑɹt
hilgeman	ˈhɪlgmən
hilgenberg	ˈhɪlgənbəɹg
hilgendorf	ˈhɪlgəndɔɹf
hilger	ˈhɪlgəɹ
hilgers	ˈhɪlgəɹz
hilgert	ˈhɪlgəɹt
hilinski	həˈlɪnskiː
hilke	ˈhɪlkə
hilker	ˈhɪlkəɹ
hill	ˈhɪl
hilla	ˈhɪlə
hillard	ˈhɪləɹd
hillary	ˈhɪləɹiː
hillas	ˈhɪləs
hillbillies	ˈhɪlˌbɪliːz
hillbilly	ˈhɪlˌbɪliː
hillcrest	ˈhɪlkɹɛst
hille	ˈhɪl
hilleary	ˈhɪləɹiː
hillebrand	ˈhɪləbɹənd
hillegas	ˈhɪlɪgəz
hillegass	ˈhɪlɪgəs
hillel	ˌhɪˈlɛl
hillen	ˈhɪlən
hillenbrand	ˈhɪlənˌbɹænd
hillenburg	ˈhɪlənbəɹg
hiller	ˈhɪləɹ
hillerman	ˈhɪləɹmən
hillery	ˈhɪləɹiː
hillesheim	ˈhɪləshaɪm
hillestad	ˈhɪləstəd
hilley	ˈhɪliː
hillhaven	ˈhɪlˌheɪvən
hillhouse	ˈhɪlˌhaʊs
hilliard	ˈhɪljɑɹd
hillier	ˈhɪliːəɹ
hilligoss	ˈhɪlɪgɑs
hilliker	ˈhɪlaɪkəɹ
hilliker	ˈhɪlɪkəɹ
hillin	ˈhɪˌlɪn
hilling	ˈhɪlɪŋ
hillis	ˈhɪləs
