'em	əm
osberg	ˈɑsbɚg
osbert	ˈɑsbɚt
osbon	ˈɑsbn̩
osborn	ˈɑzˌbɔ͡ɚn
osborne	ˈɑzˌbɔ͡ɚn
osbourn	ˈɑsbɚn
osbourne	ˈɑsbɚn
osbun	ˈɑsbn̩
osburn	ˈɑsˌbɝn
osby	ˈɑsbi
oscalus	ˈɑskələs
oscar	ˈɑskɚ
oscars	ˈɑskɚz
oscarson	ˈɑskɑ͡ɚsn̩
osceola	ˌɑskiˈolə
osceola	ˌɑsiˈolə
oscillate	ˈɑsəˌlet
oscillates	ˈɑsəˌlets
oscillating	ˈɑsəˌleɾɪŋ
oscillation	ˌɑsəˈleʃn̩
oscillations	ˌɑsəˈleʃn̩z
oscillator	ˈɑsəˌleɾɚ
oscillators	ˈɑsəˌleɾɚz
oscillatory	ˈɑsələˌtɔɹi
oscilloscope	ˌɑˈsɪləsˌkop
oscilloscopes	ˌɑˈsɪləsˌkops
osco	ˈɑsko
ose	ˈoz
oseguera	oseˈgɛɹə
oser	ˈosɚ
osgood	ˈɑsˌgʊd
osh	ˈɑʃ
osha	ˈoʃə
oshaf	ˈoʃɑf
oshatz	oˈʃæts
oshaughnessy	ˌoˈʃɑnəsi
oshawa	ˌɑˈʃɑwə
oshea	ˈɑʃiə
oshel	ˈɑʃɫ̩
oshell	ˈɑʃɫ̩
osher	ˈɑʃɚ
oshields	ˈɑʃiɫdz
oshima	oˈʃimə
oshiro	oˈʃɪɹo
oshita	oˈʃiɾə
oshkosh	ˈɑʃˌkɑʃ
oshman	ˈɑʃmn̩
osiecki	əˈsitski
osika	əˈsa͡ɪkə
osinski	əˈsɪnski
oskar	ˈɑskɚ
osland	ˈɑsln̩d
osler	ˈɑzlɚ
osley	ˈɑsli
oslin	ˈɑsˌlɪn
oslo	ˈɑzlo
oslund	ˈɑsln̩d
osman	ˈɑsmn̩
osmar	ˈɑsmɚ
osmena	ˌɑzˈminə
osment	ˈɑsmn̩t
osmer	ˈɑsəmɚ
osmium	ˈɑzmiəm
osmon	ˈɑsmn̩
osmond	ˈɑsmn̩d
osmonds	ˈɑzmn̩dz
osmosis	ˌɑzˈmoˌsɪs
osmotic	ɑzˈmɑɾək
osmun	ˈɑzmn̩
osmund	ˈɑsmn̩d
osmundson	ˈɑzmn̩dsn̩
osorio	oˈsɔɹio
osowski	əˈsɑfski
ospina	osˈpinə
osprey	ˈɑspɹi
osred	ˈɑsɚd
osric	ˈɑzɹɪk
oss	ˈɑs
ossa	ˈɑsə
ossetia	ˌɑˈsɛʃjə
ossetia	ˌɑˈsiʃjə
ossetian	ˌɑˈsɛʃjn̩
ossetian	ˌɑˈsiʃjn̩
ossetians	ˌɑˈsɛʃjn̩z
ossetians	ˌɑˈsiʃjn̩z
ossicles	ˈɑsəkɫ̩z
ossification	ˌɑsəfəˈkeʃn̩
ossified	ˈɑsəˌfa͡ɪd
ossify	ˈɑsəˌfa͡ɪ
ossman	ˈɑsmn̩
osso	ˈoso
osswald	ˈɑswɫ̩d
ost	ˈost
ostankino	ˈɑstn̩ˈkɪno
ostberg	ˈɑstbɚg
ostby	ˈɑstbi
osteen	ˈɑsˌtin
osten	ˈɑsn̩
ostendorf	ˈɑstn̩dɔ͡ɚf
ostensible	ɑsˈtɛnsəbɫ̩
ostensibly	ɑsˈtɛnsəbli
ostenson	ˈɑstn̩sn̩
ostentation	ˌɑstɛnˈteʃn̩
ostentatious	ˌɑstn̩ˈteʃəs
ostentatiously	ˌɑstn̩ˈteʃəsli
osteoarthritis	ˌɑstiˌoɑ͡ɚˈθɹa͡ɪɾəs
osteopathic	ˌɑstiəˈpæθɪk
osteoporosis	ˌɑstiˌɑpəˈɹoˌsɪs
oster	ˈɑstɚ
osterberg	ˈɑstɚbɚg
ostergaard	ˈɑstɚgɑ͡ɚd
ostergard	ˈɑstɚgɚd
ostergren	ˈɑstɚgɹɛn
osterhaus	ˈɑstɚha͡ʊs
osterhoff	ˈostɚˌhɑf
osterholt	ˈɑstɚhoɫt
osterhoudt	ˈɑstɚha͡ʊt
osterhout	ˈɑstɚha͡ʊt
osterkamp	ˈɑstɚkæmp
osterling	ˈɑstɚlɪŋ
osterloh	osˈtɛ͡ɚlo
osterlund	ˈɑstɚln̩d
osterman	ˈɑstɚmn̩
ostermann	ˈɑstɚmn̩
ostermeier	ˈɑstɚma͡ɪɚ
ostermeyer	ˈɑsˌtɝˌma͡ɪɚ
ostermiller	ˈɑstɚməlɚ
osterreichische	ˈɑstɚˌɹa͡ɪkɪʃi
ostertag	ˈɑstɚtəg
osthoff	ˈɑsthɑf
ostia	ˈɑstiə
ostin	ˈɑstn̩
ostinato	ˌɑstəˈnɑˌto
osting	ˈɑstɪŋ
ostling	ˈɑsəlɪŋ
ostlund	ˈɑstln̩d
ostman	ˈɑstmn̩
ostpolitik	ˌostˌpoləˈtɪk
ostracism	ˈɑstɹəˌsɪzm̩
ostracize	ˈɑstɹəˌsa͡ɪz
ostracized	ˈɑstɹəˌsa͡ɪzd
ostrand	ˈɑstɹn̩d
ostrander	ˈɑstɹn̩dɚ
ostrem	ˈɑstɹɛm
ostrich	ˈɑstɹɪʧ
ostriches	ˈɑstɹɪʧəz
ostroff	ˈɑstɹɑf
ostrogoth	ˈɑstɹəˌgɑθ
ostrogoths	ˈɑstɹəˌgɑθs
ostrom	ˈɑstɹm̩
ostroski	əsˈtɹa͡ʊski
ostrosky	əsˈtɹoski
ostrow	ˈɑstɹa͡ʊ
ostrow	ˈɑstɹo
ostrowski	əsˈtɹɑfski
ostrowsky	əsˈtɹa͡ʊski
ostrum	ˈɑstɹm̩
ostwald	ˈɑstwɫ̩d
osuch	ˈɑsək
osullivan	ɑsəˈlɪvn̩
osuna	oˈsunə
oswald	ˈɑzwɑɫd
oswalt	ˈɑswɫ̩t
oswego	ɑˈswigo
oswell	ˈɑsˌwɛɫ
ot	ˈɑt
ot	ˈoɾi
ota	ˈoɾə
otaiba	oˈtebə
otani	oˈtɑni
otello	oˈtɛlo
oteri	oˈtɛɹi
otero	oˈtɛɹo
otey	ˈoɾi
otha	əˈðɑ
othello	əˈθɛlo
other	ˈʌðɚ
otherness	ˈʌðɚnəs
others	ˈʌðɚz
otherwise	ˈʌðɚˌwa͡ɪz
otherworldly	ˈʌðɚˈwɝɫdli
othilia	oˈθiliə
othman	ˈɑθmn̩
otis	ˈoˌtɪs
otmar	ˈɑtmɑ͡ɚ
otology	oˈtɑləʤi
otomobil	oˈtomobɫ̩
otoole	ˈɑɾuɫ
otremba	oˈtɹɛmbə
otsego	ɑtˈsego
otsuka	otˈsukə
ott	ˈɑt
ottaviani	otɑviˈɑni
ottaviano	otɑviˈɑno
ottawa	ˈɑɾəˌwɑ
ottaway	ˈɑɾəwe
otte	ˈɑt
otten	ˈɑʔn̩
ottens	ˈɑʔn̩z
otter	ˈɑɾɚ
otterbein	ˈɑɾɚba͡ɪn
otterloo	ˈɑɾɚˌlu
otters	ˈɑɾɚz
otterson	ˈɑɾɚsn̩
ottesen	ˈɑɾizn̩
otteson	ˈɑɾəsn̩
ottilie	ˈɑɾəli
otting	ˈɑɾɪŋ
ottley	ˈɑtli
ottman	ˈɑtmn̩
otto	ˈɑˌto
ottoman	ˈɑɾəmn̩
ottosen	ˈɑɾosn̩
ottoson	ˈɑɾəsn̩
otts	ˈɑts
ottum	ˈɑɾm̩
otwell	ˈɑtˌwɛɫ
ou	ˈu
oubre	ˈubɚ
ouch	ˈa͡ʊʧ
ouchie	ˈa͡ʊʧi
ouderkirk	ˈa͡ʊɾɚkɚk
ouelette	ˈɑulɛt
ouellet	ˈɑulɛt
ouellette	ˈɑulɛt
ought	ˈɑt
oughta	ˈɑɾə
oui	ˈwi
oui	uˈwi
ouimet	wiˈmɛt
ouimette	wiˈmɛt
ounce	ˈa͡ʊns
ounces	ˈa͡ʊnsəz
ounsted	ˈa͡ʊnˌstɛd
our	ˈa͡ʊɚ
our	ˈa͡ʊɚ
our	ˈɑ͡ɚ
ourada	oʊʊˈɹɑɾə
ours	ˈa͡ʊɚz
ours	ˈɑ͡ɚz
ourself	a͡ʊɚˈsɛɫf
ourself	ɑ͡ɚˈsɛɫf
ourselves	a͡ʊɚˈsɛɫvz
ourselves	ɑ͡ɚˈsɛɫvz
ourso	ˈɝso
ousley	ˈa͡ʊsli
oust	ˈa͡ʊst
ousted	ˈa͡ʊstəd
ouster	ˈa͡ʊstɚ
ousting	ˈa͡ʊstɪŋ
out	ˈa͡ʊt
outage	ˈa͡ʊɾəʤ
outages	ˈa͡ʊɾɪʤəz
outback	ˈa͡ʊtˌbæk
outbid	ˈa͡ʊtˌbɪd
outbidding	ˈa͡ʊtˌbɪɾɪŋ
outboard	ˈa͡ʊtˌbɔ͡ɚd
outbound	ˈa͡ʊtˌba͡ʊnd
outbreak	ˈa͡ʊtˌbɹek
outbreaks	ˈa͡ʊtˌbɹeks
outburst	ˈa͡ʊtˌbɝst
outbursts	ˈa͡ʊtˌbɝsts
outbursts	ˈa͡ʊtˌbɝss
outbursts	ˈa͡ʊtˌbɝs
outcalt	ˈa͡ʊtkɫ̩t
outcast	ˈa͡ʊtˌkæst
outcasts	ˈa͡ʊtˌkæsts
outcasts	ˈa͡ʊtˌkæss
outcasts	ˈa͡ʊtˌkæs
outclass	ˈa͡ʊtˌklæs
outcome	ˈa͡ʊtˌkʌm
outcomes	ˈa͡ʊtˌkʌmz
outcries	ˈa͡ʊtˌkɹa͡ɪz
outcry	ˈa͡ʊtˌkɹa͡ɪ
outdate	ˈa͡ʊtˌdet
outdated	ˈa͡ʊtˌdeɾəd
outdid	ˈa͡ʊtˌdɪd
outdistancing	ˈa͡ʊtˈdɪstn̩sɪŋ
outdo	ˌa͡ʊtˈdu
outdone	ˈa͡ʊtˈdʌn
outdoor	ˈa͡ʊtˌdɔ͡ɚ
outdoors	ˌa͡ʊtˈdɔ͡ɚz
outed	ˈa͡ʊɾəd
outen	ˈa͡ʊʔn̩
outer	ˈa͡ʊɾɚ
outermost	ˈa͡ʊɾɚˌmost
outerwear	ˈa͡ʊɾɚˌwɛ͡ɚ
outfield	ˈa͡ʊtˌfiɫd
outfielder	ˈa͡ʊtˌfiɫdɚ
outfielders	ˈa͡ʊtˌfiɫdɚz
outfit	ˈa͡ʊtˌfɪt
outfits	ˈa͡ʊtˌfɪts
outfitted	ˈa͡ʊtˌfɪɾəd
outfitter	ˈa͡ʊtˌfɪɾɚ
outfitting	ˈa͡ʊtˌfɪɾɪŋ
outflank	ˈa͡ʊtˌflæŋk
outflanked	a͡ʊtˈflæŋkt
outflow	ˈa͡ʊtˌflo
outflows	ˈa͡ʊtˌfloz
outfox	a͡ʊtˈfɑks
outfoxed	a͡ʊtˈfɑkst
outgain	ˈa͡ʊtˌgen
outgained	ˈa͡ʊtˌgend
outgo	ˈa͡ʊtˌgo
outgoing	ˈa͡ʊtˌgoɪŋ
outgrew	ˌa͡ʊtˈgɹu
outgrow	ˌa͡ʊtˈgɹo
outgrowing	ˈa͡ʊtˌgɹoɪŋ
outgrown	ˌa͡ʊtˈgɹon
outgrowth	ˈa͡ʊtˌgɹoθ
outguess	ˈa͡ʊtˌgɛs
outgun	ˈa͡ʊtˌgʌn
outgunned	ˈa͡ʊtˌgʌnd
outhouse	ˈa͡ʊtˌha͡ʊs
outhouses	ˈa͡ʊtˌha͡ʊsəz
outing	ˈa͡ʊɾɪŋ
outings	ˈa͡ʊɾɪŋz
outland	ˈa͡ʊtˌlænd
outland	ˈa͡ʊtln̩d
outlandish	a͡ʊˈtlændɪʃ
outlast	ˈa͡ʊtˌlæst
outlasted	ˈa͡ʊtˌlæstəd
outlaw	ˈa͡ʊtˌlɑ
outlawed	ˈa͡ʊtˌlɑd
outlawing	ˈa͡ʊtˌlɑɪŋ
outlawry	ˈa͡ʊtˌlɔɹi
outlaws	ˈa͡ʊtˌlɑz
outlay	ˈa͡ʊtˌle
outlays	ˈa͡ʊtˌlez
outler	ˈa͡ʊɾəlɚ
outlet	ˈa͡ʊtˌlɛt
outlets	ˈa͡ʊtˌlɛts
outley	ˈa͡ʊtli
outlier	ˈa͡ʊtla͡ɪɚ
outline	ˈa͡ʊtˌla͡ɪn
outlined	ˈa͡ʊtˌla͡ɪnd
outlines	ˈa͡ʊtˌla͡ɪnz
outlining	ˈa͡ʊtˌla͡ɪnɪŋ
outlive	ˌa͡ʊtˈlɪv
outlived	ˌa͡ʊtˈlɪvd
outlook	ˈa͡ʊtˌlʊk
outlooks	ˈa͡ʊtˌlʊks
outlying	ˈa͡ʊtˌla͡ɪɪŋ
outman	ˈa͡ʊtmn̩
outman	ˌa͡ʊtˈmæn
outmaneuver	a͡ʊtməˈnuvɚ
outmaneuvered	a͡ʊtməˈnuvɚd
outmanned	ˌa͡ʊtˈmænd
outmode	ˌa͡ʊtˈmod
outmoded	ˌa͡ʊtˈmoɾəd
outnumber	a͡ʊtˈnʌmbɚ
outnumbered	ˌa͡ʊtˈnʌmbɚd
outnumbering	ˈa͡ʊtˌnʌmbəɹɪŋ
outnumbers	a͡ʊtˈnʌmbɚz
outokumpu	ˌuɾəˈkʌmpu
outpace	ˈa͡ʊtˌpes
outpaced	ˈa͡ʊtˌpest
outpaces	ˈa͡ʊtˌpesəz
outpacing	ˈa͡ʊtˌpesɪŋ
outpatient	ˈa͡ʊtˌpeʃn̩t
outperform	ˈa͡ʊtpɚˌfɔ͡ɚm
outperformance	ˌa͡ʊtpɚˈfɔ͡ɚmn̩s
outperformed	ˈa͡ʊtpɚˌfɔ͡ɚmd
outperformer	ˌa͡ʊtpɚˈfɔ͡ɚmɚ
outperforming	ˈa͡ʊtpɚˌfɔ͡ɚmɪŋ
outperforms	ˈa͡ʊtpɚˈfɔ͡ɚmz
outplacement	ˈa͡ʊtˌplesmn̩t
outpost	ˈa͡ʊtˌpost
outposts	ˈa͡ʊtˌposts
outposts	ˈa͡ʊtˌposs
outposts	ˈa͡ʊtˌpos
outpouching	ˈa͡ʊtˌpa͡ʊʧɪŋ
outpour	ˌa͡ʊtˈpɔ͡ɚ
outpouring	ˌa͡ʊtˈpɔɹɪŋ
output	ˈa͡ʊtˌpʊt
outputs	ˈa͡ʊtˌpʊts
outrage	ˈa͡ʊtˌɹeʤ
outraged	ˈa͡ʊtˌɹeʤd
outrageous	a͡ʊˈtɹeʤəs
outrageously	ˌa͡ʊtˈɹeʤəsli
outrageousness	a͡ʊˈtɹeʤəsnəs
outrages	ˈa͡ʊtˌɹeʤəz
outraging	ˈa͡ʊtˌɹeʤɪŋ
outreach	ˈa͡ʊtˌɹiʧ
outrider	ˈa͡ʊtˌɹa͡ɪɾɚ
outriders	ˈa͡ʊtˌɹa͡ɪɾɚz
outrigger	ˈa͡ʊtˌɹɪgɚ
outright	ˈa͡ʊtˈɹa͡ɪt
outrun	a͡ʊˈtɹʌn
outs	ˈa͡ʊts
outscore	a͡ʊtˈskɔ͡ɚ
outscored	a͡ʊtˈskɔ͡ɚd
outsell	a͡ʊtˈsɛɫ
outselling	a͡ʊtˈsɛlɪŋ
outsells	a͡ʊtˈsɛɫz
outset	ˈa͡ʊtˌsɛt
outshine	ˈa͡ʊˌʧa͡ɪn
outshone	a͡ʊtˈʃon
outside	ˌa͡ʊtˈsa͡ɪd
outsider	a͡ʊtˈsa͡ɪɾɚ
outsiders	a͡ʊtˈsa͡ɪɾɚz
outsides	ˈa͡ʊtˈsa͡ɪdz
outsize	ˈa͡ʊtˌsa͡ɪz
outsized	ˈa͡ʊtˌsa͡ɪzd
outskirt	ˈa͡ʊtˌskɝt
outskirts	ˈa͡ʊtˌskɝts
outsmart	ˈa͡ʊtˌsmɑ͡ɚt
outsold	a͡ʊtˈsoɫd
outsource	ˌa͡ʊtˈsɔ͡ɚs
outsourcing	ˌa͡ʊtˈsɔ͡ɚsɪŋ
outspend	ˈa͡ʊtˌspɛnd
outspending	ˈa͡ʊtˌspɛndɪŋ
outspent	a͡ʊtˈspɛnt
outspoken	ˈa͡ʊtˈspokn̩
outspokenness	a͡ʊtˈspokənəs
outstanding	ˌa͡ʊtˈstændɪŋ
outstretch	a͡ʊtˈstɹɛʧ
outstretched	a͡ʊtˈstɹɛʧt
outstrip	a͡ʊtˈstɹɪp
outstripped	a͡ʊtˈstɹɪpt
outstripping	a͡ʊtˈstɹɪpɪŋ
outstrips	a͡ʊtˈstɹɪps
outta	ˈuɾə
outta	ˈa͡ʊɾə
outtake	ˈa͡ʊtˌtek
outtake	ˈa͡ʊˌtek
outtakes	ˈa͡ʊtˌteks
outtakes	ˈa͡ʊˌteks
outten	ˈa͡ʊʔn̩
outvote	a͡ʊtˈvot
outvoted	a͡ʊtˈvoɾəd
outward	ˈa͡ʊtwɚd
outwardly	ˈa͡ʊtwɚdli
outwards	ˈa͡ʊtwɚdz
outweigh	ˈa͡ʊtˌwe
outweighed	a͡ʊˈtwed
outweighing	ˈa͡ʊtˌweɪŋ
outweighs	ˈa͡ʊtˌwez
outwit	ˈa͡ʊtˌwɪt
outwitting	ˈa͡ʊtˌwɪɾɪŋ
ouzts	ˈa͡ʊsts
oval	ˈovɫ̩
ovalle	ˈɑveɫ
ovarian	oˈvɛɹiən
ovaries	ˈovəɹiz
ovary	ˈovəɹi
ovate	ˈovet
ovation	oˈveʃn̩
ovations	oˈveʃn̩z
oven	ˈʌvn̩
ovens	ˈʌvn̩z
over	ˈovɚ
overabundance	ˈovəɹəˈbʌndn̩s
overacker	ˈovəɹəkɚ
overact	ˈovəˌɹækt
overacted	ˈovəˌɹæktəd
overactive	ˈovəˈɹæktɪv
overall	ˈovəˌɹɑɫ
overallotment	ˈovəɹəˈlɑtmn̩t
overallotments	ˈovəɹəˈlɑtmn̩ts
overalls	ˈovəˌɹɑɫz
overambitious	ˈovəɹæmˌbɪʃəs
overarching	ˈovəˌɹɑ͡ɚʧɪŋ
overbaugh	oˈvɝbɑ
overbay	ˈovɚˌbe
overbearing	ˈovɚˈbɛɹɪŋ
overbeck	ˈovɚˌbɛk
overbey	ˈovɚbi
overbilling	ˈovɚˌbɪlɪŋ
overblown	ˌovɚˈblon
overboard	ˈovɚˌbɔ͡ɚd
overbook	ˈovɚˌbʊk
overbooked	ˈovɚˌbʊkt
overbooking	ˈovɚˌbʊkɪŋ
overbought	ˈovɚˈbɑt
overbuilding	ˈovɚˌbɪɫdɪŋ
overbuilt	ˈovɚˈbɪɫt
overburden	ˈovɚˈbɝdn̩
overburdened	ˈovɚˈbɝdn̩d
overbuy	ˈovɚˌba͡ɪ
overby	ˈovɚbi
overcame	ˈovɚˈkem
overcapacity	ˈovɚkəˈpæsəti
overcash	ˈovɚˌkæʃ
overcast	ˈovɚˌkæst
overcharge	ˈovɚˌʧɑ͡ɚʤ
overcharged	ˈovɚˈʧɑ͡ɚʤd
overcharges	ˈovɚˌʧɑ͡ɚʤəz
overcharging	ˌovɚˈʧɑ͡ɚʤɪŋ
overcoat	ˈovɚˌkot
overcoats	ˈovɚˌkots
overcome	ˈovɚˌkʌm
overcomes	ˈovɚˌkʌmz
overcoming	ˈovɚˌkʌmɪŋ
overconfidence	ˈovɚˈkɑnfədn̩s
overconfident	ˈovɚˈkɑnfədn̩t
overconsumption	ˈovɚkn̩ˌsʌmpʃn̩
overcook	ˈovɚˈkʊk
overcooked	ˈovɚˈkʊkt
overcrowd	ˈovɚˌkɹa͡ʊd
overcrowded	ˈovɚˌkɹa͡ʊɾəd
overcrowding	ˈovɚˌkɹa͡ʊɾɪŋ
overdamping	ˈovɚˌdæmpɪŋ
overdependence	ˈovɚdəˌpɛndn̩s
overdid	ˈovɚˌdɪd
overdo	ˈovɚˈdu
overdoing	ˈovɚˈduɪŋ
overdone	ˈovɚˈdʌn
overdorf	ˈovɚdɔ͡ɚf
overdose	ˈovɚˌdos
overdosed	ˈovɚˌdost
overdoses	ˈovɚˌdosəz
overdraft	ˈovɚˌdɹæft
overdrafting	ˈovɚˌdɹæftɪŋ
overdrafts	ˈovɚˌdɹæfts
overdraw	ˈovɚˌdɹɑ
overdrawn	ˈovɚˈdɹɑn
overdress	ˈovɚˌdɹɛs
overdrew	ˈovɚˌdɹu
overdrive	ˈovɚˌdɹa͡ɪv
overdue	ˈovɚˈdu
overeager	ˈovəˌɹigɚ
overeat	ˈovəˌɹit
overeating	ˈovəˈɹiɾɪŋ
overemphasize	ˈovəˈɹɛmfəˌsa͡ɪz
overestimate	ˌovəˈɹɛstəˌmet
overestimated	ˌovəˈɹɛstəˌmeɾəd
overestimates	ˌovəˈɹɛstəˌmets
overestimating	ˌovəˈɹɛstəˌmeɾɪŋ
overexcite	ˌovəɹɛkˈsa͡ɪt
overexcited	ˌovəɹɛkˈsa͡ɪɾəd
overexpansion	ˈovəɹɪkˈspænʃn̩
overexpose	ˈovəɹɪkˈspoz
overexposed	ˈovəɹɪkˈspozd
overexposure	ˈovəɹɪkˈspoʒɚ
overextend	ˌovəɹɪkˈstɛnd
overextended	ˌovəɹɪkˈstɛndəd
overextending	ˈovəɹɪkˈstɛndɪŋ
overfed	ˌovɚˈfɛd
overfeed	ˌovɚˈfid
overfelt	ˈovɚˌfɛɫt
overfield	ˈovɚˌfiɫd
overfill	ˈovɚˌfɪɫ
overfishing	ˈovɚˌfɪʃɪŋ
overflight	ˈovɚˌfla͡ɪt
overflights	ˈovɚˌfla͡ɪts
overflow	ˈovɚˌflo
overflow	ˌovɚˈflo
overflowed	ˌovɚˈflod
overflowing	ˈovɚˌfloɪŋ
overflows	ˈovɚˌfloz
overfly	ˌovɚˈfla͡ɪ
overflying	ˌovɚˈfla͡ɪɪŋ
overfund	ˈovɚˌfʌnd
overfunded	ˈovɚˌfʌndəd
overfunding	ˈovɚˌfʌndɪŋ
overgaard	ˈovɚˌgɑ͡ɚd
overgenerous	ˈovɚˌʤɛnəɹəs
overgrazing	ˈovɚˌgɹezɪŋ
overgrown	ˈovɚˈgɹon
overhang	ˈovɚˌhæŋ
overhanging	ˈovɚˌhæŋɪŋ
overhangs	ˈovɚˌhæŋz
overhaul	ˈovɚˌhɑɫ
overhauled	ˈovɚˌhɑɫd
overhauling	ˈovɚˌhɑlɪŋ
overhauls	ˈovɚˌhɑɫz
overhead	ˈovɚˈhɛd
overheads	ˈovɚˌhɛdz
overhear	ˈovɚˈhɪ͡ɚ
overheard	ˈovɚˈhɝd
overhearing	ˌovɚˈhɪɹɪŋ
overheat	ˈovɚˌhit
overheated	ˈovɚˌhiɾəd
overheating	ˈovɚˌhiɾɪŋ
overholser	ˈovɚˌhoɫsɚ
overholt	ˈovɚhoɫt
overholtzer	ˈovɚhoɫtzɚ
overjoyed	ˌovɚˈʤɔ͡ɪd
overkill	ˈovɚˌkɪɫ
overkilling	ˈovɚˌkɪlɪŋ
overlaid	ˈovɚˌled
overlain	ˈovɚˌlen
overland	ˈovɚˌlænd
overland	ˈovɚln̩d
overlap	ˈovɚˌlæp
overlapped	ˈovɚˌlæpt
overlapping	ˈovɚˌlæpɪŋ
overlaps	ˈovɚˌlæps
overlay	ˈovɚˌle
overlays	ˈovɚˌlez
overleverage	ˈovɚˈlɛvɹɪʤ
overleveraged	ˈovɚˈlɛvɹɪʤd
overley	ˈovɚli
overload	ˈovɚˌlod
overloaded	ˈovɚˌloɾəd
overloading	ˈovɚˌloɾɪŋ
overloads	ˈovɚˌlodz
overlock	ˈovɚˌlɑk
overlook	ˈovɚˌlʊk
overlooked	ˈovɚˌlʊkt
overlooking	ˈovɚˌlʊkɪŋ
overlooks	ˈovɚˌlʊks
overlord	ˈovɚˌlɔ͡ɚd
overlords	ˈovɚˌlɔ͡ɚdz
overly	ˈovɚli
overlying	ˌovɚˈla͡ɪɪŋ
overman	ˈovɚmn̩
overmatch	ˈovɚˈmæʧ
overmatched	ˈovɚˈmæʧt
overmyer	ˈovɚmiɚ
overnight	ˈovɚˈna͡ɪt
overnighter	ˌovɚˈna͡ɪɾɚ
overnighters	ˌovɚˈna͡ɪɾɚz
overnite	ˈovɚˈna͡ɪt
overoptimism	ˈovəˈɹɑptəˌmɪzm̩
overpaid	ˈovɚˈped
overpass	ˈovɚˌpæs
overpasses	ˈovɚˌpæsəz
overpay	ˈovɚˌpe
overpaying	ˈovɚˌpeɪŋ
overpayment	ˈovɚˌpemn̩t
overpayments	ˈovɚˌpemn̩ts
overpeck	ˈovɚˌpɛk
overplay	ˈovɚˈple
overplayed	ˈovɚˈpled
overplaying	ˈovɚˈpleɪŋ
overpopulate	ˌovɚˈpɑpjəlet
overpopulated	ˌovɚˈpɑpjəletəd
overpopulation	ˌovɚˌpɑpjəˈleʃn̩
overpower	ˌovɚˈpa͡ʊɚ
overpowered	ˌovɚˈpa͡ʊɚd
overpowering	ˈovɚˈpa͡ʊɹɪŋ
overprice	ˈovɚˌpɹa͡ɪs
overpriced	ˈovɚˌpɹa͡ɪst
overproduce	ˈovɚpɹəˈdus
overproduced	ˈovɚpɹəˈdust
overproducer	ˈovɚpɹəˈdusɚ
overproducers	ˈovɚpɹəˈdusɚz
overproducing	ˌovɚpɹəˈdjusɪŋ
overproduction	ˈovɚpɹəˈdʌkʃn̩
overprotect	ˌovɚpɹəˈtɛkt
overprotection	ˌovɚpɹəˈtɛkʃn̩
overprotective	ˌovɚpɹəˈtɛktəv
overqualified	ˈovɚˌkwɑləˌfa͡ɪd
overqualify	ˈovɚˌkwɑləˌfa͡ɪ
overran	ˈovɚˈɹæn
overrate	ˌovɚˈɹet
overrated	ˌovɚˈɹeɾəd
overreach	ˈovɚˌɹiʧ
overreached	ˈovɚˌɹiʧt
overreaches	ˈovɚˌɹiʧəz
overreaching	ˈovɚˌɹiʧɪŋ
overreact	ˈovɚɹiˈækt
overreacted	ˈovɚɹiˌæktəd
overreacting	ˈovɚɹiˌæktɪŋ
overreaction	ˈovɚɹiˌækʃn̩
overregulate	ˈovɚˈɹɛgjəˌlet
overregulated	ˈovɚˈɹɛgjəˌleɾəd
overregulation	ˈovɚˌɹɛgjəˈleʃn̩
overreliance	ˈovɚɹəˌla͡ɪəns
overrepresent	ˈovɚˌɹɛpɹəˈzɛnt
overrepresented	ˈovɚˌɹɛpɹəˈzɛntəd
overridden	ˈovɚˈɹɪɾn̩
override	ˈovɚˌɹa͡ɪd
overrides	ˈovɚˌɹa͡ɪdz
overriding	ˈovɚˌɹa͡ɪɾɪŋ
overripe	ˈovɚˈɹa͡ɪp
overrode	ˈovɚˈɹod
overrule	ˈovɚˌɹuɫ
overruled	ˌovɚˈɹuɫd
overruling	ˈovɚˌɹulɪŋ
overrun	ˈovɚˌɹʌn
overrunning	ˈovɚˌɹʌnɪŋ
overruns	ˈovɚˌɹʌnz
overs	ˈovɚz
oversaw	ˈovɚˌsɑ
oversea	ˈovɚˈsi
overseas	ˈovɚˈsiz
oversee	ˈovɚˌsi
overseeing	ˈovɚˌsiɪŋ
overseen	ˈovɚˌsin
overseer	ˈovɚˈsiɚ
overseers	ˌovɚˈsiɚz
oversees	ˈovɚˌsiz
oversell	ˈovɚˌsɛɫ
overselling	ˈovɚˌsɛlɪŋ
oversensitive	ˌovɚˈsɛnsətəv
oversensitivity	ˌovɚsɛnsəˈtɪvəti
overshadow	ˈovɚˈʃæɾo
overshadowed	ˌovɚˈʃæɾod
overshadowing	ˈovɚˈʃæɾoʊɪŋ
overshadows	ˈovɚˈʃæɾoz
overshoot	ˈovɚˌʃut
overshooting	ˈovɚˌʃuɾɪŋ
overshot	ˈovɚˌʃɑt
oversight	ˈovɚˌsa͡ɪt
oversimplification	ovɚˈsɪmpləfəˌkeʃn̩
oversimplified	ovɚˈsɪmpləˌfa͡ɪd
oversimplify	ovɚˈsɪmpləˌfa͡ɪ
oversimplifying	ovɚˈsɪmpləˌfa͡ɪɪŋ
oversize	ˌovɚˈsa͡ɪz
